dbLevel,dominantFrequency,variance,spikeCount,trainingLabel
44.6024,23.4375,76899.9,0,HUMAN
45.1371,23.4375,86955.8,0,HUMAN
45.8324,23.4375,98462.0,0,HUMAN
44.6167,23.4375,69048.2,0,HUMAN
44.8523,23.4375,81840.1,0,HUMAN
44.3422,23.4375,68047.0,0,HUMAN
44.1612,23.4375,70865.9,0,HUMAN
44.4068,23.4375,74200.5,0,HUMAN
68.5741,7.8125,3.45433E7,0,HUMAN
45.0436,23.4375,83281.4,0,HUMAN
44.3525,23.4375,69576.1,0,HUMAN
67.9621,7.8125,3.06112E7,0,HUMAN
44.6425,23.4375,77428.4,0,HUMAN
45.0,23.4375,76486.1,0,HUMAN
67.9858,7.8125,3.06316E7,0,HUMAN
45.0561,23.4375,86108.5,0,HUMAN
43.7819,23.4375,56540.4,0,HUMAN
44.9439,23.4375,71731.2,0,HUMAN
44.6952,23.4375,65530.0,0,HUMAN
44.2179,23.4375,60986.1,0,HUMAN
46.2803,23.4375,105372.0,0,HUMAN
44.2118,23.4375,72869.9,0,HUMAN
45.7427,23.4375,90758.6,0,HUMAN
46.4067,23.4375,103304.0,0,HUMAN
45.0349,23.4375,86013.7,0,HUMAN
44.6491,23.4375,79769.3,0,HUMAN
44.0117,23.4375,60924.7,0,HUMAN
44.8499,54.6875,81504.6,0,HUMAN
43.8954,23.4375,60505.6,0,HUMAN
44.284,23.4375,60854.6,0,HUMAN
43.5011,23.4375,49846.8,0,HUMAN
44.9052,23.4375,72219.7,0,HUMAN
44.2835,23.4375,68569.9,0,HUMAN
46.0783,23.4375,98193.0,0,HUMAN
45.1087,23.4375,74926.5,0,HUMAN
46.8837,54.6875,89977.6,0,HUMAN
44.4727,23.4375,72212.5,0,HUMAN
44.3199,23.4375,67557.3,0,HUMAN
45.3925,23.4375,83822.5,0,HUMAN
45.2664,23.4375,86747.1,0,HUMAN
45.226,23.4375,82793.6,0,HUMAN
68.7352,7.8125,3.55935E7,0,HUMAN
44.8992,23.4375,68358.0,0,HUMAN
44.0133,23.4375,65289.9,0,HUMAN
45.265,23.4375,92050.8,0,HUMAN
45.2458,23.4375,102093.0,0,HUMAN
45.9064,23.4375,87676.7,0,HUMAN
44.5113,23.4375,64254.6,0,HUMAN
44.9008,23.4375,75926.0,0,HUMAN
46.11,23.4375,109323.0,0,HUMAN
45.4868,23.4375,88422.5,0,HUMAN
44.7611,23.4375,84735.2,0,HUMAN
47.6757,23.4375,155907.0,0,HUMAN
45.3414,23.4375,89449.9,0,HUMAN
45.3651,23.4375,86682.4,0,HUMAN
45.2904,23.4375,84173.0,0,HUMAN
45.0073,23.4375,81723.8,0,HUMAN
68.281,7.8125,3.25416E7,0,HUMAN
44.5411,23.4375,73401.3,0,HUMAN
45.5445,23.4375,86148.1,0,HUMAN
43.4029,23.4375,62211.9,0,HUMAN
44.6531,23.4375,73314.0,0,HUMAN
44.6437,23.4375,77639.5,0,HUMAN
45.9399,23.4375,96650.2,0,HUMAN
45.1486,23.4375,74517.6,0,HUMAN
43.8576,23.4375,56044.1,0,HUMAN
45.181,23.4375,77960.0,0,HUMAN
43.8824,23.4375,49798.4,0,HUMAN
44.8071,23.4375,59244.8,0,HUMAN
43.8634,23.4375,66363.7,0,HUMAN
45.5544,23.4375,99729.5,0,HUMAN
43.1937,23.4375,52359.9,0,HUMAN
44.8141,23.4375,75999.2,0,HUMAN
44.2821,23.4375,68094.8,2,HUMAN
44.8701,23.4375,78474.5,0,HUMAN
45.7582,23.4375,93571.3,0,HUMAN
45.1684,23.4375,81073.5,0,HUMAN
45.4619,23.4375,78947.4,0,HUMAN
45.1716,23.4375,86085.5,0,HUMAN
45.5053,23.4375,89297.5,0,HUMAN
45.2986,23.4375,80347.4,0,HUMAN
45.0465,23.4375,77013.9,0,HUMAN
45.5758,23.4375,90667.3,0,HUMAN
45.2592,23.4375,80725.3,0,HUMAN
44.6327,23.4375,73705.9,0,HUMAN
44.5308,23.4375,78557.3,0,HUMAN
43.9826,23.4375,64429.5,0,HUMAN
44.831,23.4375,76564.1,0,HUMAN
44.1748,23.4375,77540.8,0,HUMAN
45.9881,23.4375,93832.2,0,HUMAN
44.7236,23.4375,70136.4,0,HUMAN
45.2686,23.4375,92240.1,0,HUMAN
43.2015,23.4375,54020.4,1,HUMAN
43.7428,23.4375,63787.5,0,HUMAN
43.5037,23.4375,63753.3,0,HUMAN
43.7838,23.4375,59781.1,0,HUMAN
43.8782,23.4375,60312.0,0,HUMAN
44.5345,23.4375,64743.9,0,HUMAN
43.7352,23.4375,59745.2,0,HUMAN
44.2225,23.4375,59380.2,0,HUMAN
44.9358,23.4375,73346.2,0,HUMAN
68.4124,7.8125,3.35662E7,0,HUMAN
44.0877,23.4375,67123.6,0,HUMAN
45.7505,23.4375,83873.4,0,HUMAN
68.8222,7.8125,3.632E7,0,HUMAN
45.002,23.4375,77410.3,0,HUMAN
44.9995,23.4375,85418.0,0,HUMAN
45.6038,23.4375,90096.4,0,HUMAN
45.5351,23.4375,85423.5,0,HUMAN
44.5365,23.4375,77047.5,0,HUMAN
44.3065,23.4375,67400.1,0,HUMAN
45.4848,23.4375,96410.3,0,HUMAN
45.8038,23.4375,95418.4,0,HUMAN
45.9414,23.4375,91508.4,0,HUMAN
44.8356,23.4375,75881.7,0,HUMAN
44.6917,23.4375,74864.3,0,HUMAN
45.0036,23.4375,77186.8,0,HUMAN
45.1991,23.4375,89512.5,0,HUMAN
43.9892,23.4375,65046.8,0,HUMAN
44.4069,23.4375,78966.0,0,HUMAN
68.7932,7.8125,3.62665E7,0,HUMAN
44.3498,23.4375,71159.1,0,HUMAN
45.547,23.4375,89035.8,0,HUMAN
68.7599,7.8125,3.59554E7,0,HUMAN
45.9496,23.4375,96304.9,0,HUMAN
46.3427,23.4375,100665.0,0,HUMAN
68.5775,7.8125,3.44242E7,0,HUMAN
46.2387,23.4375,104161.0,0,HUMAN
46.8162,23.4375,113813.0,0,HUMAN
68.4819,7.8125,3.38022E7,0,HUMAN
45.4807,23.4375,87593.7,0,HUMAN
45.047,23.4375,77377.4,0,HUMAN
68.1243,7.8125,3.15147E7,0,HUMAN
45.4231,23.4375,89546.2,0,HUMAN
45.0817,23.4375,82929.1,0,HUMAN
69.2366,7.8125,3.98223E7,0,HUMAN
45.5523,23.4375,93243.3,0,HUMAN
43.2513,23.4375,56323.4,0,HUMAN
68.3265,7.8125,3.29466E7,0,HUMAN
45.6491,23.4375,97975.9,0,HUMAN
44.5717,23.4375,74397.1,0,HUMAN
68.2669,7.8125,3.24319E7,0,HUMAN
45.1878,23.4375,84997.8,0,HUMAN
44.8876,23.4375,80279.2,0,HUMAN
45.468,23.4375,80626.3,0,HUMAN
43.1769,23.4375,56517.1,0,HUMAN
43.9676,23.4375,68308.4,2,HUMAN
44.2189,23.4375,60875.6,0,HUMAN
43.8413,23.4375,57947.3,0,HUMAN
44.516,23.4375,67468.4,0,HUMAN
45.2358,23.4375,85229.6,0,HUMAN
44.4466,23.4375,73665.2,0,HUMAN
45.5071,23.4375,83260.9,0,HUMAN
45.2756,23.4375,89232.0,0,HUMAN
46.1672,23.4375,97257.2,0,HUMAN
45.2944,23.4375,87198.1,0,HUMAN
44.9424,23.4375,81508.7,0,HUMAN
68.0019,7.8125,3.07729E7,0,HUMAN
44.8536,23.4375,72286.1,0,HUMAN
46.0336,23.4375,94176.5,0,HUMAN
45.6291,23.4375,96034.8,0,HUMAN
45.3385,23.4375,80752.3,0,HUMAN
46.5387,23.4375,116493.0,0,HUMAN
45.3442,23.4375,85264.2,0,HUMAN
45.2174,23.4375,81955.0,0,HUMAN
44.7567,23.4375,76958.5,0,HUMAN
44.5284,23.4375,73461.7,0,HUMAN
45.1872,23.4375,82681.8,0,HUMAN
44.8119,23.4375,67776.3,0,HUMAN
44.6566,23.4375,70729.5,0,HUMAN
44.4536,23.4375,69834.2,0,HUMAN
45.0931,23.4375,78839.2,0,HUMAN
46.3555,23.4375,112638.0,16,HUMAN
45.9932,23.4375,95882.9,0,HUMAN
46.5333,23.4375,99524.8,0,HUMAN
45.7778,23.4375,84979.0,0,HUMAN
45.2967,23.4375,75177.5,0,HUMAN
44.9752,23.4375,71700.7,0,HUMAN
45.9521,23.4375,92984.9,0,HUMAN
45.7011,23.4375,89065.0,0,HUMAN
45.8836,23.4375,95536.1,0,HUMAN
44.4177,23.4375,64821.4,0,HUMAN
45.3632,23.4375,83394.6,0,HUMAN
43.9033,23.4375,63625.3,0,HUMAN
44.2725,23.4375,73303.1,0,HUMAN
44.5121,23.4375,75706.6,0,HUMAN
45.5073,23.4375,88296.1,0,HUMAN
44.8063,23.4375,71930.8,0,HUMAN
45.6497,23.4375,91849.0,0,HUMAN
44.8656,23.4375,68373.4,0,HUMAN
44.6341,23.4375,79973.9,0,HUMAN
45.8209,23.4375,96002.0,0,HUMAN
45.077,23.4375,86865.9,0,HUMAN
46.2429,23.4375,94133.1,0,HUMAN
44.7806,23.4375,65901.8,0,HUMAN
45.7289,23.4375,96191.9,1,HUMAN
45.7689,23.4375,84533.9,0,HUMAN
44.5225,23.4375,58480.7,0,HUMAN
44.9361,23.4375,77002.4,0,HUMAN
44.7825,23.4375,58872.2,0,HUMAN
44.0461,23.4375,64697.1,0,HUMAN
44.5677,23.4375,76368.5,0,HUMAN
44.575,23.4375,67973.3,0,HUMAN
45.6077,23.4375,92001.5,0,HUMAN
44.5342,54.6875,74432.2,0,HUMAN
45.8551,23.4375,91215.8,0,HUMAN
45.3558,23.4375,85142.9,0,HUMAN
44.7356,23.4375,76671.5,0,HUMAN
44.7301,23.4375,74544.2,0,HUMAN
44.3734,54.6875,66285.4,0,HUMAN
43.849,23.4375,58344.5,0,HUMAN
45.6381,23.4375,74675.3,0,HUMAN
68.2202,7.8125,3.21588E7,0,HUMAN
45.4497,23.4375,77763.1,0,HUMAN
45.3179,23.4375,95618.7,0,HUMAN
68.4663,7.8125,3.39109E7,0,HUMAN
44.4253,23.4375,66700.4,0,HUMAN
47.4776,23.4375,134461.0,0,HUMAN
68.0584,7.8125,3.11386E7,0,HUMAN
45.0451,23.4375,76931.4,0,HUMAN
45.1739,23.4375,87714.1,0,HUMAN
46.2078,23.4375,101513.0,0,HUMAN
46.2018,23.4375,102026.0,0,HUMAN
45.757,23.4375,94621.0,0,HUMAN
44.8669,23.4375,72894.7,0,HUMAN
44.4485,23.4375,72112.0,0,HUMAN
45.1414,23.4375,76289.2,0,HUMAN
44.2876,23.4375,71743.3,0,HUMAN
43.7103,23.4375,60002.9,0,HUMAN
44.4916,23.4375,78742.4,0,HUMAN
46.2431,23.4375,104542.0,0,HUMAN
46.1841,54.6875,102907.0,0,HUMAN
44.1051,23.4375,66310.9,0,HUMAN
44.2144,23.4375,72522.2,0,HUMAN
46.442,23.4375,110280.0,2,HUMAN
44.6221,23.4375,68406.1,0,HUMAN
45.9816,54.6875,93673.3,0,HUMAN
44.6366,23.4375,70799.6,0,HUMAN
43.7106,23.4375,53836.5,0,HUMAN
44.6301,23.4375,70170.2,0,HUMAN
43.4471,23.4375,54399.3,0,HUMAN
45.6442,62.5,102884.0,7,HUMAN
46.0431,23.4375,94589.7,0,HUMAN
43.8829,23.4375,63099.2,0,HUMAN
45.5376,54.6875,86799.6,0,HUMAN
44.0938,23.4375,64760.5,0,HUMAN
45.7313,23.4375,95648.3,0,HUMAN
50.3294,54.6875,453111.0,0,HUMAN
45.1333,23.4375,75088.4,0,HUMAN
44.8354,23.4375,80755.6,0,HUMAN
44.4392,23.4375,66199.5,0,HUMAN
45.1155,23.4375,81427.1,0,HUMAN
43.5839,23.4375,58273.5,0,HUMAN
44.0232,23.4375,61946.9,0,HUMAN
45.0567,23.4375,82868.2,0,HUMAN
44.511,23.4375,73264.3,0,HUMAN
43.9009,23.4375,59313.6,0,HUMAN
45.5661,23.4375,92556.4,0,HUMAN
44.8451,23.4375,80820.3,0,HUMAN
44.5395,23.4375,70929.7,0,HUMAN
43.4378,23.4375,59339.4,0,HUMAN
46.1755,54.6875,102017.0,0,HUMAN
43.7385,23.4375,60637.6,0,HUMAN
64.3497,7.8125,1.02385E7,2,HUMAN
46.5517,15.625,107601.0,0,HUMAN
44.005,23.4375,66321.9,0,HUMAN
44.5755,23.4375,67123.5,0,HUMAN
44.5848,23.4375,67536.4,0,HUMAN
44.5492,23.4375,66979.2,0,HUMAN
44.746,23.4375,67542.5,0,HUMAN
43.1477,23.4375,52849.5,0,HUMAN
44.6979,23.4375,68606.9,0,HUMAN
45.5305,23.4375,91960.6,0,HUMAN
43.7141,23.4375,66546.9,0,HUMAN
48.6833,23.4375,164482.0,0,HUMAN
44.8924,23.4375,67048.3,0,HUMAN
44.7303,23.4375,71714.4,0,HUMAN
43.2274,23.4375,57638.1,0,HUMAN
45.4357,23.4375,88362.8,0,HUMAN
45.2905,23.4375,86198.5,0,HUMAN
46.0148,54.6875,109248.0,0,HUMAN
47.4892,62.5,142912.0,0,HUMAN
45.2105,23.4375,82081.8,0,HUMAN
44.72,23.4375,77776.5,0,HUMAN
45.62,23.4375,77988.7,0,HUMAN
45.0731,23.4375,76772.5,0,HUMAN
44.2293,23.4375,63013.7,0,HUMAN
43.8164,23.4375,64592.9,0,HUMAN
43.4016,23.4375,53318.4,0,HUMAN
44.5749,23.4375,66666.0,0,HUMAN
45.1963,23.4375,77245.0,0,HUMAN
44.285,23.4375,69097.4,0,HUMAN
44.2905,23.4375,64735.4,0,HUMAN
44.6705,23.4375,65503.0,0,HUMAN
45.3456,23.4375,82699.9,0,HUMAN
44.6868,23.4375,75466.1,0,HUMAN
43.8162,23.4375,56952.0,0,HUMAN
44.7362,23.4375,84088.3,0,HUMAN
44.2692,23.4375,63186.7,0,HUMAN
45.6064,23.4375,82699.4,0,HUMAN
46.1022,54.6875,101180.0,0,HUMAN
43.8453,23.4375,57924.2,0,HUMAN
45.0157,23.4375,79743.2,0,HUMAN
44.8769,23.4375,78380.0,0,HUMAN
45.7251,23.4375,86182.7,0,HUMAN
44.9517,23.4375,76079.0,0,HUMAN
45.0427,23.4375,69725.7,0,HUMAN
45.1908,23.4375,81368.5,0,HUMAN
43.8906,23.4375,59606.3,0,HUMAN
44.394,23.4375,75757.5,0,HUMAN
44.7048,23.4375,70444.2,0,HUMAN
45.0032,23.4375,71118.0,0,HUMAN
44.4382,23.4375,72916.4,0,HUMAN
45.6662,23.4375,92303.6,0,HUMAN
45.2687,23.4375,83142.5,0,HUMAN
44.9207,23.4375,78289.8,0,HUMAN
45.102,23.4375,80094.7,0,HUMAN
45.2628,23.4375,87471.2,0,HUMAN
45.3894,15.625,72228.9,0,HUMAN
44.8163,23.4375,75840.6,0,HUMAN
44.3342,23.4375,72417.6,0,HUMAN
46.245,23.4375,114660.0,0,HUMAN
46.332,23.4375,103342.0,0,HUMAN
45.4934,23.4375,82030.1,0,HUMAN
45.1556,23.4375,84965.3,0,HUMAN
45.3609,23.4375,77571.0,0,HUMAN
44.2449,23.4375,69411.0,0,HUMAN
44.4294,23.4375,75404.3,0,HUMAN
45.7671,23.4375,96291.1,1,HUMAN
45.4005,23.4375,79717.6,0,HUMAN
45.564,23.4375,81424.6,0,HUMAN
45.0578,23.4375,77507.1,0,HUMAN
45.1773,23.4375,84267.7,0,HUMAN
44.1645,23.4375,66084.3,0,HUMAN
45.4142,23.4375,79813.1,0,HUMAN
45.1122,23.4375,83912.6,0,HUMAN
45.0611,23.4375,71861.7,0,HUMAN
44.9148,23.4375,66427.9,0,HUMAN
44.393,23.4375,73057.6,0,HUMAN
44.0099,23.4375,64349.9,0,HUMAN
44.6803,23.4375,76870.2,0,HUMAN
46.2505,23.4375,100566.0,0,HUMAN
43.8294,23.4375,64003.7,0,HUMAN
45.6472,23.4375,94311.5,0,HUMAN
44.7491,23.4375,62159.1,0,HUMAN
45.1704,23.4375,83042.1,1,HUMAN
44.4496,23.4375,76634.6,0,HUMAN
43.9828,23.4375,63230.7,0,HUMAN
45.424,23.4375,92418.1,0,HUMAN
43.837,23.4375,65941.4,0,HUMAN
43.6628,23.4375,64444.1,0,HUMAN
44.8198,23.4375,82455.7,0,HUMAN
45.6194,23.4375,94745.2,0,HUMAN
45.0206,23.4375,74748.4,0,HUMAN
45.5265,23.4375,90637.5,0,HUMAN
44.2316,23.4375,59485.4,0,HUMAN
44.6879,23.4375,80532.4,0,HUMAN
45.0922,23.4375,78001.5,0,HUMAN
44.0063,23.4375,57428.3,0,HUMAN
47.7067,23.4375,150197.0,0,HUMAN
44.2374,23.4375,64947.6,0,HUMAN
44.4943,23.4375,67339.8,0,HUMAN
45.3689,23.4375,80551.1,0,HUMAN
44.9524,23.4375,77825.5,0,HUMAN
45.2113,23.4375,87671.4,0,HUMAN
43.6322,23.4375,60776.9,0,HUMAN
43.7007,31.25,56944.1,0,HUMAN
44.9992,23.4375,83095.2,0,HUMAN
44.6363,23.4375,68492.4,0,HUMAN
44.4027,23.4375,64503.7,0,HUMAN
45.7659,23.4375,92278.6,0,HUMAN
44.5576,23.4375,78008.5,0,HUMAN
44.4154,23.4375,71903.8,0,HUMAN
44.8838,23.4375,70182.5,0,HUMAN
44.7955,23.4375,75792.7,0,HUMAN
44.5659,23.4375,70841.6,0,HUMAN
43.9827,23.4375,63183.6,0,HUMAN
44.9492,23.4375,71090.1,0,HUMAN
44.3336,23.4375,65942.4,0,HUMAN
45.7731,23.4375,89600.0,0,HUMAN
44.709,23.4375,78086.9,0,HUMAN
44.7349,23.4375,75355.3,0,HUMAN
43.8047,23.4375,70481.4,0,HUMAN
45.8926,23.4375,89284.2,0,HUMAN
44.7115,23.4375,74224.1,0,HUMAN
45.4233,23.4375,82311.7,0,HUMAN
45.7103,23.4375,93145.3,0,HUMAN
44.246,23.4375,68038.6,0,HUMAN
45.3185,23.4375,82342.0,0,HUMAN
44.4929,23.4375,70082.3,0,HUMAN
46.0102,23.4375,85100.6,0,HUMAN
45.3349,23.4375,83864.7,0,HUMAN
44.0866,23.4375,74748.8,0,HUMAN
44.8129,23.4375,76617.9,0,HUMAN
44.8156,23.4375,63001.1,0,HUMAN
44.6257,23.4375,76319.3,0,HUMAN
44.6078,23.4375,72810.2,0,HUMAN
43.8036,23.4375,62535.4,0,HUMAN
44.9137,23.4375,84727.9,0,HUMAN
45.7429,23.4375,92810.5,0,HUMAN
45.9185,23.4375,94145.7,0,HUMAN
44.8331,23.4375,76941.6,0,HUMAN
44.3678,23.4375,74517.0,0,HUMAN
45.0031,23.4375,80361.0,0,HUMAN
45.378,23.4375,88285.8,0,HUMAN
49.1922,23.4375,217257.0,0,HUMAN
45.4118,23.4375,82969.9,0,HUMAN
44.3078,23.4375,71373.0,0,HUMAN
45.6719,23.4375,93048.3,0,HUMAN
44.3207,23.4375,63899.9,0,HUMAN
45.6454,23.4375,102024.0,0,HUMAN
44.4078,23.4375,68844.1,0,HUMAN
44.6256,23.4375,77543.1,0,HUMAN
44.9151,23.4375,77096.2,0,HUMAN
44.7071,23.4375,77991.8,0,HUMAN
44.7429,23.4375,70950.0,0,HUMAN
45.3299,23.4375,90517.5,0,HUMAN
48.3313,23.4375,174529.0,0,HUMAN
45.4115,23.4375,87123.2,0,HUMAN
43.8886,23.4375,70741.8,0,HUMAN
44.5624,23.4375,73189.6,0,HUMAN
45.0341,23.4375,82281.4,0,HUMAN
45.2525,23.4375,93053.4,0,HUMAN
45.1134,23.4375,84718.5,0,HUMAN
45.6831,23.4375,79647.0,0,HUMAN
44.1205,23.4375,67191.4,0,HUMAN
45.3509,23.4375,94569.0,0,HUMAN
45.8049,23.4375,94192.9,1,HUMAN
45.4438,23.4375,80678.2,0,HUMAN
44.8248,23.4375,70965.0,0,HUMAN
45.5429,23.4375,88920.2,0,HUMAN
44.1779,23.4375,58276.1,0,HUMAN
45.3281,23.4375,78718.2,0,HUMAN
44.9468,23.4375,73368.4,0,HUMAN
47.4364,23.4375,142238.0,0,HUMAN
44.2489,23.4375,68447.5,0,HUMAN
44.3759,23.4375,66031.8,0,HUMAN
45.2233,23.4375,80063.2,0,HUMAN
45.5463,23.4375,85547.8,0,HUMAN
46.1919,23.4375,100722.0,0,HUMAN
44.5843,23.4375,75283.9,0,HUMAN
45.5692,23.4375,97427.9,0,HUMAN
43.3678,23.4375,50172.1,0,HUMAN
45.361,23.4375,92870.2,0,HUMAN
45.1907,23.4375,74142.1,0,HUMAN
44.9094,23.4375,74573.0,0,HUMAN
44.7231,23.4375,70273.8,0,HUMAN
45.2038,23.4375,73741.8,0,HUMAN
43.6507,23.4375,61127.7,0,HUMAN
44.6219,23.4375,74944.8,0,HUMAN
44.2003,23.4375,64076.4,0,HUMAN
44.496,23.4375,75002.8,0,HUMAN
45.4847,23.4375,95231.1,0,HUMAN
45.2417,23.4375,70743.8,0,HUMAN
44.5535,23.4375,71258.7,0,HUMAN
44.9081,23.4375,78868.1,0,HUMAN
44.6224,23.4375,69067.7,0,HUMAN
45.046,23.4375,75951.6,0,HUMAN
45.0192,23.4375,85301.5,0,HUMAN
46.2087,23.4375,94728.3,0,HUMAN
43.8867,23.4375,60647.4,0,HUMAN
45.645,23.4375,124444.0,0,HUMAN
44.9878,23.4375,73406.3,0,HUMAN
45.1546,23.4375,83663.5,0,HUMAN
44.995,23.4375,82663.3,0,HUMAN
44.9524,23.4375,82773.0,0,HUMAN
45.3781,23.4375,84110.3,0,HUMAN
45.032,23.4375,76119.3,0,HUMAN
45.9831,23.4375,87654.8,0,HUMAN
44.5564,23.4375,77097.1,0,HUMAN
46.239,23.4375,109781.0,0,HUMAN
45.3197,23.4375,88647.6,0,HUMAN
44.5871,23.4375,77594.2,0,HUMAN
46.1674,23.4375,84659.9,1,HUMAN
46.4531,23.4375,110185.0,0,HUMAN
48.1899,23.4375,167714.0,0,HUMAN
43.8281,23.4375,62507.4,0,HUMAN
43.9046,23.4375,65114.4,0,HUMAN
45.7913,23.4375,93578.2,0,HUMAN
44.4584,23.4375,70337.3,0,HUMAN
45.1122,23.4375,87322.7,0,HUMAN
45.6857,23.4375,92586.2,0,HUMAN
45.6809,23.4375,85558.8,0,HUMAN
44.9374,23.4375,74288.6,0,HUMAN
45.0392,23.4375,81020.3,0,HUMAN
44.678,23.4375,67872.5,0,HUMAN
44.5912,23.4375,72230.2,0,HUMAN
44.6884,23.4375,77149.2,0,HUMAN
44.2894,23.4375,69499.1,0,HUMAN
45.1909,23.4375,75404.0,0,HUMAN
45.7088,23.4375,82843.0,0,HUMAN
44.598,23.4375,69997.9,0,HUMAN
45.054,23.4375,80467.2,0,HUMAN
45.2048,23.4375,80919.6,0,HUMAN
44.2525,23.4375,65830.0,0,HUMAN
44.5903,23.4375,67237.3,0,HUMAN
44.8409,23.4375,75332.4,0,HUMAN
46.4741,23.4375,107787.0,0,HUMAN
44.4234,23.4375,64809.3,0,HUMAN
44.0618,23.4375,67000.0,0,HUMAN
43.0616,23.4375,48039.6,0,HUMAN
44.6755,23.4375,75064.5,0,HUMAN
44.7795,23.4375,75844.2,0,HUMAN
44.4117,23.4375,73153.2,0,HUMAN
45.4,23.4375,90122.6,0,HUMAN
44.6574,23.4375,71912.2,0,HUMAN
44.0663,23.4375,60600.3,0,HUMAN
46.8891,15.625,112486.0,0,HUMAN
44.9149,23.4375,70691.6,0,HUMAN
44.5031,23.4375,59332.4,0,HUMAN
45.298,23.4375,85811.7,0,HUMAN
44.5753,23.4375,71358.7,0,HUMAN
45.9174,23.4375,107201.0,0,HUMAN
44.1464,23.4375,62164.1,0,HUMAN
44.1716,23.4375,61070.4,0,HUMAN
46.0763,23.4375,89679.3,0,HUMAN
44.8077,23.4375,74677.0,0,HUMAN
44.728,23.4375,74057.4,0,HUMAN
45.3054,23.4375,84369.0,0,HUMAN
44.6338,23.4375,73082.4,0,HUMAN
44.3351,23.4375,65828.7,0,HUMAN
44.3347,23.4375,70148.0,0,HUMAN
43.2563,23.4375,55363.3,0,HUMAN
44.1534,23.4375,64537.9,0,HUMAN
46.2857,23.4375,109694.0,0,HUMAN
45.122,23.4375,75196.9,0,HUMAN
44.8379,23.4375,65214.0,0,HUMAN
45.492,23.4375,87613.8,0,HUMAN
45.9349,23.4375,101676.0,0,HUMAN
45.8424,23.4375,90894.7,0,HUMAN
44.0709,23.4375,67686.8,0,HUMAN
44.243,23.4375,58549.7,0,HUMAN
44.278,23.4375,66498.1,0,HUMAN
44.4506,23.4375,70560.4,0,HUMAN
45.7626,23.4375,89610.4,0,HUMAN
44.6554,23.4375,70992.1,0,HUMAN
44.4575,23.4375,78321.5,0,HUMAN
43.7837,23.4375,54374.1,0,HUMAN
44.3968,23.4375,70250.1,0,HUMAN
44.062,23.4375,64226.2,1,HUMAN
45.1257,23.4375,89002.8,0,HUMAN
44.1961,23.4375,64943.1,0,HUMAN
44.6491,23.4375,71689.9,0,HUMAN
44.3827,23.4375,63881.5,0,HUMAN
43.311,23.4375,47624.7,0,HUMAN
44.4335,23.4375,64010.3,0,HUMAN
43.6884,23.4375,54044.8,0,HUMAN
44.0412,23.4375,64567.6,0,HUMAN
44.9769,23.4375,77746.2,0,HUMAN
45.4758,23.4375,83046.1,0,HUMAN
44.4616,23.4375,63504.6,0,HUMAN
44.1732,39.0625,74668.9,0,HUMAN
44.3642,23.4375,66230.8,0,HUMAN
44.4464,23.4375,80062.1,0,HUMAN
45.0528,23.4375,83839.0,0,HUMAN
45.5311,23.4375,84116.0,0,HUMAN
45.6504,23.4375,94211.4,0,HUMAN
45.4591,23.4375,91172.5,0,HUMAN
44.9734,23.4375,68803.0,0,HUMAN
45.1504,23.4375,78566.1,0,HUMAN
45.2686,23.4375,83283.9,0,HUMAN
44.8464,23.4375,77723.5,2,HUMAN
47.9004,23.4375,146380.0,0,HUMAN
45.7549,23.4375,119644.0,0,HUMAN
46.165,23.4375,103267.0,0,HUMAN
45.5435,23.4375,86796.6,0,HUMAN
44.8965,23.4375,80696.7,0,HUMAN
45.6661,23.4375,86422.5,0,HUMAN
47.291,23.4375,130594.0,0,HUMAN
44.9031,23.4375,70967.9,0,HUMAN
44.5497,23.4375,68980.7,0,HUMAN
45.7391,23.4375,92920.5,0,HUMAN
45.3613,23.4375,76819.8,0,HUMAN
46.0988,23.4375,106349.0,0,HUMAN
45.3323,23.4375,89295.2,0,HUMAN
46.7817,23.4375,118238.0,0,HUMAN
46.1037,23.4375,101669.0,0,HUMAN
45.4349,23.4375,80594.1,0,HUMAN
47.0783,23.4375,131780.0,0,HUMAN
45.559,23.4375,92995.7,0,HUMAN
45.3692,23.4375,82715.7,0,HUMAN
45.0136,23.4375,76320.4,0,HUMAN
46.9371,23.4375,120393.0,0,HUMAN
45.0093,23.4375,83326.6,1,HUMAN
45.3613,23.4375,89200.5,0,HUMAN
45.907,23.4375,91513.7,0,HUMAN
46.9207,23.4375,115618.0,0,HUMAN
46.4093,23.4375,112660.0,0,HUMAN
45.3703,23.4375,80135.3,0,HUMAN
45.9426,23.4375,89598.2,0,HUMAN
46.8003,23.4375,104292.0,0,HUMAN
47.4346,23.4375,125006.0,0,HUMAN
45.7263,23.4375,97095.5,0,HUMAN
46.785,54.6875,119056.0,0,HUMAN
45.8619,23.4375,100375.0,0,HUMAN
45.8761,23.4375,95198.0,0,HUMAN
45.2821,23.4375,87506.8,0,HUMAN
46.5757,23.4375,106817.0,0,HUMAN
44.6346,23.4375,73773.2,0,HUMAN
45.3688,23.4375,85808.0,0,HUMAN
45.3821,23.4375,79206.1,0,HUMAN
47.4198,54.6875,129212.0,0,HUMAN
45.4189,23.4375,86217.6,0,HUMAN
45.7202,23.4375,89823.2,0,HUMAN
46.2249,23.4375,95583.1,0,HUMAN
45.4752,23.4375,85391.6,0,HUMAN
46.9605,23.4375,122595.0,0,HUMAN
45.4854,23.4375,86284.9,0,HUMAN
